timestamp, name, uuid, driver_version, pstate, temperature.gpu, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/14 07:03:21.178, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 127.36 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:22.180, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.34 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:23.181, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 93.34 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:24.184, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 98.45 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:25.185, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.19 W, 31 %, 22 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:26.187, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 122.00 W, 32 %, 23 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:27.188, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 121.63 W, 33 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:28.190, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 122.28 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:29.192, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 121.92 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:30.195, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 70.35 W, 35 %, 21 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:31.196, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 119.69 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:32.198, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.21 W, 36 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:33.200, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.48 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:34.202, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 106.56 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:35.203, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 85.78 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:36.205, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.86 W, 32 %, 23 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:37.207, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.36 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:38.209, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.24 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:39.211, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 127.25 W, 38 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:40.213, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 105.91 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:41.215, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 88.89 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:42.216, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 94.29 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:43.218, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 93.56 W, 20 %, 15 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:44.220, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 74.12 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:45.222, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 115.11 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:46.224, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.52 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:47.226, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.15 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:48.228, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 126.53 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:49.230, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 76.24 W, 2 %, 1 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:50.231, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 115.46 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:51.233, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.63 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:52.234, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 126.38 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:53.236, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 125.47 W, 35 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:54.237, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.26 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:55.239, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 78.33 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:56.240, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 112.82 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:57.242, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 125.78 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:58.244, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 126.74 W, 33 %, 23 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:03:59.245, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 125.15 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:00.247, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 126.12 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:01.249, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 94.32 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:02.250, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 95.24 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:03.252, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 100.92 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:04.254, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 91.35 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:05.256, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 124.25 W, 36 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:06.258, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.55 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:07.259, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 124.70 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:08.260, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 125.10 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:09.262, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 120.64 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:10.264, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 69.07 W, 37 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:11.265, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 121.08 W, 35 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:12.266, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 124.61 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:13.268, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 126.02 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:14.269, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 88.85 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:15.272, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 102.01 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:16.273, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.25 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:17.275, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.65 W, 36 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:18.276, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.21 W, 33 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:19.278, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 84.46 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:20.279, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 104.11 W, 38 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:21.280, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 125.03 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:22.282, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.44 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:23.284, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.93 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:24.286, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.74 W, 31 %, 22 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:25.288, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 106.88 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:26.289, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 79.40 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:27.291, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.77 W, 36 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:28.293, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 125.73 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:29.295, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 96.25 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:30.297, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 95.18 W, 33 %, 23 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:31.299, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.91 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:32.301, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.82 W, 33 %, 23 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:33.303, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.90 W, 33 %, 23 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:34.305, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 83.92 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:35.307, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 106.01 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:36.309, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 125.90 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:37.312, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.19 W, 33 %, 23 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:38.313, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 124.92 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:39.315, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 118.01 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:40.317, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 72.31 W, 34 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:41.318, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 127.14 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:42.320, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 83.03 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:43.322, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 108.60 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:44.323, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 127.40 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:45.325, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 104.90 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:46.326, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 89.04 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:47.327, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 111.42 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:48.329, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 82.38 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:49.331, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.52 W, 36 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:50.333, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.01 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:51.335, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.68 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:52.337, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.31 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:53.339, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 123.21 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:54.340, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 70.90 W, 19 %, 12 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:55.342, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 120.16 W, 34 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:56.343, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.00 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:57.345, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.20 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:58.347, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 125.39 W, 3 %, 3 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:04:59.349, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 71.76 W, 37 %, 22 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:00.350, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 120.12 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:01.352, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.89 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:02.354, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.58 W, 36 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:03.356, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.90 W, 35 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:04.358, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.50 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:05.360, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 89.89 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:06.361, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 102.55 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:07.363, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 92.06 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:08.365, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 100.05 W, 38 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:09.367, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 127.38 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:10.369, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.22 W, 35 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:11.371, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.43 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
