timestamp, name, driver_version, memory.total [MiB], memory.used [MiB], utilization.gpu [%]
2026/09/13 19:38:34.550, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 1 MiB, 0 %
2026/09/13 19:38:39.552, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 1 MiB, 0 %
2026/09/13 19:38:44.552, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 1 MiB, 0 %
2026/09/13 19:38:49.553, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:38:54.554, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:38:59.554, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:39:04.555, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:39:09.555, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:39:14.556, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:39:19.557, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:39:24.557, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:39:29.558, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:39:34.559, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:39:39.559, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:39:44.560, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
2026/09/13 19:39:49.561, NVIDIA GeForce RTX 4090, 570.169, 24564 MiB, 8488 MiB, 0 %
